Listing_Id,Posting_Date,Posting_Time,Location,Images,Bookings,Host_Type,image_bin
5814930,10-10-2018,16:48:33,Mexico City,16,29,Regular,
3599581,22/09/2018,23:28:15,Sydney,8,21,Regular,
5438163,17/01/2015,00:14:31,Berlin,8,118,Superhost,
4292444,04-10-2014,16:33:17,Chennai,6,37,Regular,
5859199,16/02/2015,10:00:03,Miami,13,89,Regular,
3644410,26/06/2019,17:40:01,Los Angeles,17,11,Regular,
5897388,15/01/2016,01:46:24,Madrid,28,47,Regular,
4584979,15/03/2019,13:12:56,Chicago,0,0,Regular,
5816800,26/08/2019,21:38:08,New Jersey,4,4,Regular,
5614631,25/04/2015,12:44:00,Bengaluru,10,76,Regular,
3986561,25/02/2016,06:08:30,Roma,0,0,Regular,
4171685,06-09-2016,23:08:16,Boston,18,51,Regular,
5641477,16/04/2015,00:58:26,New Jersey,0,0,Regular,
3915353,05-02-2018,23:43:51,Bengaluru,13,19,Regular,
4208309,20/11/2014,04:04:41,Mexico City,13,76,Regular,
3651120,29/12/2014,11:57:50,Roma,23,102,Superhost,
3857707,23/09/2015,03:05:37,Kyoto,6,23,Regular,
5251678,07-03-2016,07:12:37,Sydney,30,51,Regular,
4086983,20/08/2018,19:42:29,Shanghai,13,24,Regular,
4962793,06-03-2018,05:19:05,Chicago,22,41,Regular,
4585396,25/11/2015,12:19:26,Madrid,19,49,Regular,
5240363,06-11-2017,16:42:54,Tokyo,15,46,Regular,
5591203,14/12/2017,08:45:41,Bengaluru,19,121,Superhost,
5288244,23/09/2017,00:59:07,Paris,9,38,Regular,
4237830,14/12/2014,21:20:10,New Delhi,4,7,Regular,
4286654,03-01-2019,13:46:23,Chennai,24,12,Regular,
4183887,17/04/2017,07:24:22,Tokyo,3,3,Regular,
5182597,04-08-2018,13:31:04,Madrid,26,53,Regular,
3416323,08-04-2015,18:20:01,San Francisco,30,181,Regular,
5605864,15/06/2017,20:06:25,Brussels,13,23,Superhost,
3655486,24/01/2019,07:41:55,Berlin,28,8,Regular,
4960230,02-10-2014,14:05:00,Brussels,5,10,Regular,
3031767,16/08/2018,14:46:11,Madrid,27,18,Regular,
4987099,19/02/2015,19:46:14,Sao Paulo,2,3,Regular,
4762374,08-04-2015,10:31:06,Amsterdam,24,65,Regular,
4810361,29/03/2016,17:31:53,Berlin,7,21,Regular,
4658944,15/04/2016,05:09:06,Milano,0,0,Regular,
4833029,19/03/2019,01:33:04,Barcelona,30,7,Regular,
3527282,01-04-2019,07:21:53,Toronto,26,8,Regular,
5289254,17/03/2018,21:35:45,Los Angeles,13,15,Regular,
3573740,11-08-2015,05:42:34,Osaka,4,6,Regular,
4164883,13/12/2017,02:13:50,Brussels,4,5,Regular,
4862421,02-12-2014,07:26:28,Barcelona,30,31,Regular,
3725385,20/10/2017,21:25:41,Los Angeles,32,43,Regular,
3836537,28/05/2017,01:02:23,Chennai,4,9,Regular,
4655869,04-08-2018,04:55:42,Wellington,26,16,Regular,
4948329,05-12-2016,14:32:58,New Delhi,27,103,Superhost,
4682319,16/02/2019,17:43:38,Vancouver,0,0,Regular,
3166845,20/01/2017,01:50:51,Bengaluru,4,6,Regular,
3348995,20/07/2018,12:49:38,Vancouver,3,4,Regular,
4542761,11-07-2019,11:46:18,Cambridge,7,4,Regular,
3951182,24/09/2018,02:14:20,New Jersey,17,16,Regular,
3204863,08-04-2017,02:38:55,Kyoto,7,41,Regular,
3526794,04-06-2018,05:18:33,Berkeley,21,26,Regular,
4103851,24/06/2017,20:30:56,San Jose,6,17,Regular,
5590537,14/06/2016,18:46:44,London,16,89,Superhost,
5074972,27/07/2017,08:36:09,Kyoto,15,145,Superhost,
5230720,15/08/2015,20:58:58,Los Angeles,21,121,Regular,
5290507,23/12/2018,03:46:16,Vancouver,32,24,Regular,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
